Date,Total Cyclists,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2015-03-19,5390,-1,-1,3.1,-4.5,8.2,-2.3
2015-03-20,4341,-1,-1,2.8,1.1,3.9,1.9
2015-03-21,2065,-1,-1,-1.3,-1.9,2.6,-2.5
2015-03-22,1670,-1,-1,-2.7,-8.8,0.9,-7.5
2015-03-23,3032,0.5,-1,2.4,-0.1,3,0.1
2015-03-24,4958,-1,-1,5.1,2.3,9.2,2.9
2015-03-25,3525,2,-1,-0.7,-2.4,4.6,-1.4
2015-03-26,3917,-1,0,0.5,-5.1,1.8,-2.6
2015-03-27,2805,5.7,-1,2.2,0.3,3,1
2015-03-28,1364,1.3,-1,3.7,2.4,5.1,2.6
2015-03-29,1899,3.3,-1,2.8,0.7,4.4,1.5
2015-03-30,1570,19.1,-1,1.4,0,3.5,0.4
2015-03-31,1937,0.4,2,2.6,0,3.5,0.8
2015-04-01,3364,0.5,-1,2.3,-1,4,0.9
2015-04-02,2590,1.2,-1,2.3,1.7,3.8,1.9
2015-04-03,1456,1.3,-1,2.2,-0.9,4,0.2
2015-04-04,1080,3.4,-1,2.5,1.4,5.5,0.4
2015-04-05,1189,0.2,-1,2.6,0.2,4.6,0.9
2015-04-06,2907,-1,-1,4.3,-3,8.4,-1.1
2015-04-07,5205,0.6,-1,4.4,2.5,7.3,3
2015-04-08,5590,-1,-1,6.7,1.8,8.9,3.7
2015-04-09,6432,-1,-1,6.6,2.8,10.5,4
2015-04-10,6136,-1,-1,6,2.6,8.6,3.7
2015-04-11,5157,-1,-1,7.4,1.7,12.9,4.6
2015-04-12,2541,0.1,-1,5.9,2.3,10.4,3.9
2015-04-13,7239,0.1,-1,5.8,2,8.3,3.2
2015-04-14,6558,0.1,-1,3.5,0.9,7.1,1.9
2015-04-15,7045,0.2,-1,4.2,-1.8,8.6,-0.3
2015-04-16,6183,1.1,-1,4.1,0.3,8.2,2
2015-04-17,4476,1.1,-1,4.1,0.4,7.3,1.7
2015-04-18,3350,-1,-1,4.5,0.2,6.3,3
2015-04-19,3061,-1,-1,6.1,-1.5,10.8,0.8
2015-04-20,7816,-1,-1,7.6,2.4,11.8,3.8
2015-04-21,8516,-1,-1,8.4,1,12.4,3.7
2015-04-22,8353,0.6,-1,8.6,3.1,12.4,5.5
2015-04-23,6675,-1,-1,7.5,3.6,10.5,4.3
2015-04-24,7073,0.1,-1,5.8,1.4,10,2.8
2015-04-25,5053,1.9,-1,6,-1.4,9.5,1
2015-04-26,1746,8.4,-1,5.5,4,7.8,4.3
2015-04-27,6622,11.5,-1,5.9,3,8.2,2.8
2015-04-28,8289,1.6,-1,9.3,6.5,13.2,6.9
2015-04-29,3060,20.8,-1,5.4,5.6,9.4,2
2015-04-30,6168,-1,-1,4.7,1.8,7.6,2.4
2015-05-01,3548,0.2,-1,8,2.9,10.5,4.5
2015-05-02,1388,13.5,-1,5.6,5,8.8,3.9
2015-05-03,4638,0.1,-1,7.3,0.7,11.9,3.6
2015-05-04,9940,-1,-1,6.8,-1.5,9.8,1.2
2015-05-05,8615,0.2,-1,7.6,4.5,9.1,6.5
2015-05-06,5999,1.6,-1,9.6,5.2,12.1,7.1
2015-05-07,7669,0.2,-1,9.1,5.8,12.3,6.8
2015-05-08,8171,-1,-1,7.7,5.7,11.3,4.9
2015-05-09,4889,-1,-1,8.3,3.9,11.2,5.9
2015-05-10,4454,0.1,-1,8.3,-0.8,12.7,3.2
2015-05-11,10152,-1,-1,8.6,3.9,11.7,5.4
2015-05-12,8604,6.1,-1,9.5,4.7,13.7,6.7
2015-05-13,4459,0.8,-1,8.1,7.4,10.7,6.7
2015-05-14,4386,2.5,-1,9.8,5.8,13.9,7.1
2015-05-15,7264,-1,-1,6.4,0.9,10.2,4
2015-05-16,4657,-1,-1,8.5,-1.4,13.3,1.9
2015-05-17,5769,0.5,-1,9,1.7,11.8,4.9
2015-05-18,8357,1.7,-1,7.6,2.4,10.7,5.8
2015-05-19,11509,0.1,-1,9.8,3.6,13.6,6.7
2015-05-20,11577,3.4,-1,10.7,5.4,14.5,8.2
2015-05-21,7320,3,-1,9.5,6.9,13.4,8
2015-05-22,10117,-1,-1,11.2,3.5,16,6.9
2015-05-23,5601,1.7,-1,9.6,6.2,12.5,7.6
2015-05-24,6234,0.9,-1,10,2,14.1,6.2
2015-05-25,12189,-1,-1,9.7,3.9,14.6,7.2
2015-05-26,12557,0.8,-1,11.9,3.1,17.1,6.5
2015-05-27,12940,-1,-1,12.8,9.7,15.6,9.5
2015-05-28,13175,-1,-1,12.9,6.8,16.4,8.5
2015-05-29,9119,1.3,-1,10.7,4.7,14.6,8.3
2015-05-30,5902,0.4,-1,11.3,3.6,14.1,7.1
2015-05-31,5534,0.7,-1,10.9,8.2,14.8,8.7
2015-06-01,10181,1.6,-1,11.6,6.9,16.4,8.6
2015-06-02,13046,0.9,-1,12.7,9.1,16.8,9.9
2015-06-03,8423,1.9,-1,12.6,10.3,14.6,11
2015-06-04,12246,-1,-1,13.5,8.3,16.7,9.8
2015-06-05,10843,-1,-1,13.8,7.3,18.3,10
2015-06-06,5724,0.4,-1,12.6,3.6,16.2,6.8
2015-06-07,5947,-1,-1,13,9.9,16.4,12.3
2015-06-08,10387,2.9,-1,12.2,7.6,14.9,9.7
2015-06-09,12682,-1,-1,12.5,5.6,15.5,7.9
2015-06-10,12388,-1,-1,12.1,7.6,16,8.5
2015-06-11,12775,1.1,-1,14.2,10.1,17.9,11.2
2015-06-12,11519,-1,-1,13.4,9.5,17.7,10.3
2015-06-13,7792,0.9,-1,15.3,8.2,21,10.2
2015-06-14,2246,12.4,-1,12.4,9.3,16.2,10.7
2015-06-15,10280,0.2,-1,12.2,9.7,15.3,10.2
2015-06-16,11603,-1,-1,11.9,7.8,14.5,9.1
2015-06-17,11719,1.5,-1,12.1,5.8,15.7,8.2
2015-06-18,3832,17.4,-1,10.9,8.1,13.3,9.8
2015-06-19,2941,-1,-1,12.9,10.1,16,11.1
2015-06-20,2655,2.1,-1,12.9,8.3,16.2,10.8
2015-06-21,4856,3.6,-1,12.8,8.9,16.8,9
2015-06-22,7582,-1,-1,14,9.5,17.6,12
2015-06-23,11667,18.6,-1,14.7,8.1,19.1,10.5
2015-06-24,4923,7.7,-1,13.5,12.6,17.1,12.3
2015-06-25,10420,0.1,-1,13.2,11.6,14.5,12.9
2015-06-26,8746,0.1,-1,13.3,10.5,16.5,11.2
2015-06-27,6272,6.8,-1,14.6,10.4,18,11.9
2015-06-28,7456,-1,-1,15.6,10.3,19.1,11.6
2015-06-29,13296,-1,-1,16.6,10.6,21.9,12.9
2015-06-30,10852,8.5,-1,15.3,11.6,18.5,12.5
2015-07-01,12504,-1,-1,17.8,13,22.5,14.1
2015-07-02,13477,-1,-1,18.9,9.4,22.6,11.8
2015-07-03,11250,-1,-1,21,14.6,25.8,16.6
2015-07-04,7729,-1,-1,21.1,14.7,26.9,16
2015-07-05,7058,-1,-1,19.2,13,24.7,15.1
2015-07-06,9719,5.2,-1,15.3,12.5,19.8,13.8
2015-07-07,6926,-1,-1,15.4,12.4,17.4,12.7
2015-07-08,7439,3,-1,15.4,13.1,18.3,14.2
2015-07-09,9072,0.2,-1,15.9,13.4,19.3,14.3
2015-07-10,6763,0.6,-1,14.5,10.6,17.7,12.6
2015-07-11,5713,-1,-1,17.2,10.8,21.2,12.9
2015-07-12,3401,7.1,-1,13.7,11.3,18.7,12.1
2015-07-13,8574,0.3,-1,14.6,9.2,17.9,11
2015-07-14,9844,-1,-1,14.6,8.6,18.1,10.8
2015-07-15,11119,-1,-1,17.8,9.2,22.8,11.8
2015-07-16,8773,4.3,-1,16.3,10.4,20.4,13.2
2015-07-17,5553,0.4,-1,15.8,12.2,19.3,12.2
2015-07-18,4914,9,-1,15.4,9.9,19.2,12.3
2015-07-19,4644,0.1,-1,16,11.9,18.4,12.3
2015-07-20,7383,1,-1,16,11.6,18.6,13.3
2015-07-21,10536,6.1,-1,17.1,10.5,21.6,12.3
2015-07-22,5726,0.1,-1,15.8,12.5,19.6,12.7
2015-07-23,7477,0.3,-1,15.5,10.4,18.8,13.4
2015-07-24,7600,-1,-1,16.4,12.2,19.2,14.1
2015-07-25,6924,0.6,-1,17,9.5,20.8,12.7
2015-07-26,3045,3.4,-1,16.5,14.5,19.3,14.6
2015-07-27,9424,-1,-1,16,12.9,18.7,14.6
2015-07-28,12457,-1,-1,15.1,7.3,19.1,10.3
2015-07-29,10646,0.4,-1,15.9,7.5,20.7,10.3
2015-07-30,7894,28.2,-1,15.3,13.3,18.1,13.9
2015-07-31,6023,4.5,-1,14.9,10.8,19.2,12.5
2015-08-01,6880,-1,-1,16,9.8,20.5,12
2015-08-02,6195,-1,-1,16.2,9.1,19.3,11.9
2015-08-03,12959,-1,-1,17.5,11.6,20.1,14.2
2015-08-04,14624,-1,-1,16.4,9.7,19.7,12.3
2015-08-05,13836,22.1,-1,17.4,8.2,21,11.7
2015-08-06,10064,-1,-1,18.4,15.1,21.2,15.3
2015-08-07,11599,0.7,-1,18.6,10.6,22.5,13.9
2015-08-08,6443,-1,-1,19.4,11.7,23.4,15.2
2015-08-09,7757,-1,-1,19.3,12.4,24.3,15.1
2015-08-10,14761,-1,-1,18.9,10.7,23.1,13.9
2015-08-11,15725,-1,-1,19.6,10.7,23.3,14.4
2015-08-12,13268,0.4,-1,20.2,12.4,23.7,16
2015-08-13,14269,-1,-1,17.5,13.3,21,14.4
2015-08-14,12666,-1,-1,16.9,8.5,21.9,10.4
2015-08-15,7012,-1,-1,16.9,9.8,21.8,12.5
2015-08-16,8281,-1,-1,16,,21.3,11.9
2015-08-17,13714,-1,-1,15.4,,19.7,10.1
2015-08-18,13814,-1,-1,15.8,,22,10.6
2015-08-19,13956,-1,-1,15.1,,19.9,10.3
2015-08-20,15435,-1,-1,16.6,,21.4,10.5
2015-08-21,12014,-1,-1,17.4,,22.1,11.2
2015-08-22,7860,-1,-1,18.3,,23.7,12.4
2015-08-23,7103,-1,-1,18.7,,24.6,13
2015-08-24,13436,-1,-1,19.1,,23.5,14.2
2015-08-25,12641,-1,-1,20.1,,23.5,15.8
2015-08-26,8193,2.3,-1,18.5,,20.2,17.5
2015-08-27,10587,9.6,-1,17.7,,20.4,13
2015-08-28,4426,13,-1,16.9,,19.4,15.9
2015-08-29,5663,-1,-1,17.6,,21.3,14
2015-08-30,4015,4.6,-1,14.7,,20,10.3
2015-08-31,10291,-1,-1,15.2,,19.4,9.6
2015-09-01,10490,-1,-1,15.4,,18.1,12.6
2015-09-02,7080,17.3,-1,13.8,,16.2,12.4
2015-09-03,5147,7.8,-1,13.9,,15.2,11.7
2015-09-04,8094,0.1,-1,15.1,,18.4,10.1
2015-09-05,2380,8.2,-1,13.7,,16.5,12
2015-09-06,3544,-1,-1,13.4,,16.7,10
2015-09-07,6417,2.4,-1,11.9,,14.3,10.5
2015-09-08,8717,-1,-1,12.5,,16.6,8.6
2015-09-09,9255,-1,-1,11.6,6.3,15.5,8
2015-09-10,9253,-1,-1,13.4,6.1,18.9,8.7
2015-09-11,7831,-1,-1,13.7,6.4,16.8,9.3
2015-09-12,5349,-1,-1,15.1,6.9,18.3,10.5
2015-09-13,4161,-1,-1,15,9.7,17.5,13.5
2015-09-14,8510,-1,-1,14.7,6.8,16.7,10.5
2015-09-15,7498,9.5,-1,14.8,11.1,17.1,13.5
2015-09-16,5801,2.7,-1,14.4,13.2,15.5,13.7
2015-09-17,7078,0.4,-1,15.6,13.1,16.5,14.2
2015-09-18,13643,4.1,-1,16.8,14.5,18.1,15.4
2015-09-19,3634,-1,-1,15.1,13.4,16.7,13.8
2015-09-20,3849,1.5,-1,14,7.7,17,11
2015-09-21,5549,4,-1,12.6,9.3,14.6,11.8
2015-09-22,7914,0.6,-1,13.5,11,15.9,11.4
2015-09-23,7971,-1,-1,14,11.4,15.3,12.8
2015-09-24,7769,0.5,-1,14.3,8.7,17,11.6
2015-09-25,6829,2,-1,14.3,8.8,16.1,12.2
2015-09-26,4156,-1,-1,12.7,6.2,16.6,9.7
2015-09-27,3774,-1,-1,10.6,3.6,14.4,6.5
2015-09-28,7041,0.2,-1,10.8,7.6,13.9,9.1
2015-09-29,7536,-1,-1,9.7,4.2,13,6
2015-09-30,7594,-1,-1,13.5,5.7,16.6,9.2
2015-10-01,6757,2.8,-1,13.1,5,16.9,8.5
2015-10-02,5900,-1,-1,13.8,9.9,17.2,12.1
2015-10-03,3426,-1,-1,10.4,6.8,14.5,8.2
2015-10-04,2636,-1,-1,11.6,3.1,15.1,6.2
2015-10-05,7093,-1,-1,6.4,2.7,12.6,4.6
2015-10-06,6469,-1,-1,3.6,-1.4,7.3,0.1
2015-10-07,6280,-1,-1,3.2,-3.7,7.8,-1.6
2015-10-08,5716,-1,-1,2.2,-3.1,6.4,-0.8
2015-10-09,4834,-1,-1,2.1,-4.5,6.4,-2.1
2015-10-10,2226,-1,-1,3.2,1.5,5.2,2.4
2015-10-11,2119,-1,-1,3.3,-3.9,8.9,-1.3
2015-10-12,5444,-1,-1,5.3,-1.8,11.1,1.4
2015-10-13,5699,-1,-1,5.4,-1.5,10.4,1.9
2015-10-14,5512,-1,-1,7.2,-0.2,12.3,3.6
2015-10-15,5171,-1,-1,6.5,-1.2,11.1,2.3
2015-10-16,4386,-1,-1,6.9,0.7,10.3,4.3
2015-10-17,2358,-1,-1,4.8,-3.3,9.7,-0.2
2015-10-18,2038,-1,-1,7,0.8,10.5,4.8
2015-10-19,5625,-1,-1,7.1,1.3,10.8,4.1
2015-10-20,5100,-1,-1,6.1,0.6,7.9,3.9
2015-10-21,5495,-1,-1,8.3,5.5,9.4,6.8
2015-10-22,4296,4.2,-1,8.8,5.9,9.5,7.2
2015-10-23,3400,3.2,-1,10.3,8.7,12.5,9
2015-10-24,2527,-1,-1,7.4,2.9,10.6,5
2015-10-25,1366,6.8,-1,9.6,1.3,10.5,5.7
2015-10-26,5544,-1,-1,6.8,4.4,9.6,5.5
2015-10-27,5329,-1,-1,4.8,0.3,8.7,1.4
2015-10-28,4733,-1,-1,0.4,-6.5,5.5,-3.4
2015-10-29,4815,-1,-1,4,-4.2,7.7,-1.1
2015-10-30,4195,-1,-1,2.1,-3.1,5.3,0.3
2015-10-31,1621,-1,-1,7.3,-3.7,9.7,-0.1
2015-11-01,1732,-1,-1,10,9,11,9.4
2015-11-02,5589,-1,0,9.4,7,11.8,8.1
2015-11-03,5798,-1,-1,9.8,3.6,13.4,7.9
2015-11-04,5468,-1,-1,8.6,7.9,10.4,7.6
2015-11-05,5112,-1,-1,3.6,-3.1,7.8,1.3
2015-11-06,4256,-1,-1,6.6,-3.6,8.3,0.6
2015-11-07,1627,6.4,-1,7.6,7.2,8.2,6.8
2015-11-08,714,6,-1,7.8,6.9,9.1,7.2
2015-11-09,3977,5.2,-1,6.8,4.5,8.3,4.8
2015-11-10,4052,0.5,-1,6.7,2.9,8.3,5.7
2015-11-11,4256,0.8,-1,5.7,2,6.9,4.3
2015-11-12,3804,3.1,-1,4.6,-2.2,7.5,0.9
2015-11-13,3690,3.7,-1,5.2,2.9,7.6,2.7
2015-11-14,1642,-1,-1,7.8,6.2,9.3,7
2015-11-15,1477,5.3,-1,5.5,1.1,7.5,4.7
2015-11-16,3734,7.1,-1,6.4,4.3,6.8,5.1
2015-11-17,2904,3.7,-1,6.8,5.1,8.2,5.8
2015-11-18,3535,2.4,-1,5.8,0.4,7.6,3.6
2015-11-19,3445,14.4,-1,4.8,2,6.2,3.3
2015-11-20,2581,0.4,-1,3,3.6,5.2,1.8
2015-11-21,1260,1,-1,1.5,0.7,2.6,1
2015-11-22,913,0.5,-1,0.1,0,1.6,-0.7
2015-11-23,2796,1.6,-1,-1.4,-3.2,0.1,-2.6
2015-11-24,2478,0.9,-1,2.6,-7.7,4.9,-4.2
2015-11-25,2870,-1,-1,5.1,3.6,6.1,4.4
2015-11-26,2926,1.3,-1,3.2,2,5,1.6
2015-11-27,2775,1,-1,7.3,3.1,7.9,4.4
2015-11-28,1227,0.6,-1,6,6.1,8.2,4.3
2015-11-29,1365,2.7,-1,4.9,3.9,6,3.4
2015-11-30,2677,1.1,-1,5,2.7,6,3.5
2015-12-01,3655,-1,-1,2.8,1.7,4.8,2.1
2015-12-02,3637,1.7,-1,0.8,-0.6,3,-1.5
2015-12-03,3108,0.7,-1,5,-5.2,7.6,-1.7
2015-12-04,2230,8.3,0,5.2,-3.4,7.7,-0.3
2015-12-05,1206,2.5,-1,6,2.5,8.4,2.9
2015-12-06,676,5.7,-1,8.4,7.5,9.3,8.1
2015-12-07,3486,-1,-1,5.7,4.4,9,4.9
2015-12-08,3811,0.7,-1,3.6,1.1,5.8,2
2015-12-09,2915,2.1,-1,6.5,4.8,7.6,5.5
2015-12-10,3072,1,-1,6.7,3,8,4.3
2015-12-11,2900,0.2,-1,5.8,5.2,8.1,3.5
2015-12-12,1311,1.1,-1,3.5,-2.3,4.6,0
2015-12-13,944,2.7,-1,1.5,-0.3,4.6,0.5
2015-12-14,2660,-1,-1,0,-0.4,1.4,-2.3
2015-12-15,2805,-1,-1,0.8,-5.4,1.8,-2.9
2015-12-16,2776,0.2,-1,2,-0.9,3.1,0.3
2015-12-17,2205,9.7,-1,2.3,-0.2,3.6,0.9
2015-12-18,1905,3,-1,4.8,1.8,7.6,2.2
2015-12-19,1345,1.9,-1,5.8,5.8,7.9,3.5
2015-12-20,890,0.8,-1,8,0.6,10.5,2.7
2015-12-21,2520,-1,-1,8.1,7,8.7,7.6
2015-12-22,2444,1.5,-1,5.9,5.7,7.8,4.2
2015-12-23,1675,-1,-1,5.8,2.4,8.2,3.6
2015-12-24,549,1.5,-1,5.3,4,6.4,3.9
2015-12-25,441,2.1,-1,6.1,5.1,7.2,5.3
2015-12-26,503,0.9,-1,1.5,2.3,6.3,-3.1
2015-12-27,394,-1,-1,-4.1,-5.9,-1.6,-5.1
2015-12-28,1114,-1,-1,-4.4,-11,-1.2,-7.1
2015-12-29,1148,-1,-1,-5.2,-9.2,-2.9,-6.3
2015-12-30,1198,-1,-1,-0.7,-9.6,1.3,-6.4
2015-12-31,957,-1,-1,-0.7,0,1.5,-3.1
2016-01-01,540,-1,-1,-4.6,-4.7,-2.6,-5.6
2016-01-02,649,-1,-1,-7,-7.7,-5.5,-7.8
2016-01-03,512,3.2,-1,-8.7,-10.2,-7.2,-10
2016-01-04,1151,-1,4,-11.2,-13,-4.9,-13.5
2016-01-05,888,0.6,4,-17.6,-19.7,-13.3,-19.6
2016-01-06,298,-1,4,-20.3,-20.8,-16.4,-21.3
2016-01-07,696,-1,4,-22.7,-24.2,-20.7,-23.7
2016-01-08,781,0.5,4,-16.5,-25.9,-9.8,-23.9
2016-01-09,457,0.5,6,-10.5,,-8.2,-11.9
2016-01-10,434,0.3,11,-11.3,,-10.7,-13.1
2016-01-11,1449,10.9,11,-6.4,,-5.6,-11
2016-01-12,848,4.6,21,-7.4,,-4.8,-8.8
2016-01-13,1051,1.1,28,-10.3,,-7.8,-11
2016-01-14,1235,-1,25,-12.7,,-10.9,-13.5
2016-01-15,1095,0.1,22,-10.4,,-6.6,-16.4
2016-01-16,489,-1,20,-14.3,,-8.9,-17.1
2016-01-17,472,1,19,-11.2,,-7.4,-16.1
2016-01-18,1249,2,21,-13.3,,-11.6,-16.9
2016-01-19,1332,-1,23,-11.9,,-10.4,-12.8
2016-01-20,1157,0.2,21,-15.9,,-12.7,-17.6
2016-01-21,1081,-1,21,-16,,-12,-20.1
2016-01-22,912,-1,20,-17.8,,-13.4,-22.8
2016-01-23,561,1,20,-3.1,,-1.5,-13.4
2016-01-24,285,6.2,21,-2.1,,-1,-2.8
2016-01-25,1411,3.4,31,-2.1,,-0.7,-3.3
2016-01-26,967,6.7,32,1,,3.2,-2.9
2016-01-27,1057,5.2,21,1.9,,3,0.8
2016-01-28,1031,2.1,13,2.2,,3.4,1.2
2016-01-29,1314,1.9,10,1.4,,3.1,-0.2
2016-01-30,721,0.2,6,3.8,,4.7,1.8
2016-01-31,663,0.1,2,1.7,,3.9,1
2016-02-01,1845,4.3,2,0.6,,1.7,-1.4
2016-02-02,1251,4.9,5,1.4,,2.8,0
2016-02-03,1282,1,8,-1.6,,2,-4.1
2016-02-04,1558,0.1,9,-1,,0.8,-3.6
2016-02-05,1412,-1,8,-2.3,,0.3,-4.8
2016-02-06,576,4.3,7,-2,,1.1,-8.9
2016-02-07,559,0.2,4,2.3,,2.8,1.1
2016-02-08,1539,4.9,0,2.1,,3.1,0.7
2016-02-09,1509,2.9,-1,3.1,,4.1,2.2
2016-02-10,1533,14.3,-1,3,,3.7,2.1
2016-02-11,1443,10.1,-1,2.5,,3.9,2.2
2016-02-12,1197,2.2,0,1,,2.3,0.3
2016-02-13,742,6.3,0,1,,1.9,0.1
2016-02-14,494,2.1,3,0.6,,1.6,0.3
2016-02-15,1716,-1,2,0.4,,2.5,-0.5
2016-02-16,1857,-1,2,-2,,0.8,-4.4
2016-02-17,1924,-1,2,0.5,,2.8,-3.5
2016-02-18,1686,2.1,2,0.3,,1.4,-0.9
2016-02-19,1527,2.9,2,0.8,,1.5,0.5
2016-02-20,524,6.9,4,0.4,,0.9,0.2
2016-02-21,386,3.6,7,0.7,,1.2,0.2
2016-02-22,1295,0.2,6,0.6,,1.6,0
2016-02-23,1504,0.1,6,-0.3,,1.2,-1.2
2016-02-24,1514,-1,6,1,,2,-1.9
2016-02-25,1565,1.1,6,1.6,,2.1,1
2016-02-26,1423,1.1,6,-0.6,,1.8,-2.5
2016-02-27,795,-1,7,-2.2,,0.4,-5.6
2016-02-28,778,-1,7,1,,3.5,-0.8
2016-02-29,1934,-1,7,-2.8,,0.4,-7.8
2016-03-01,2129,-1,7,-0.8,,0.6,-3.1
2016-03-02,1911,-1,7,-3.5,,-0.8,-6.3
2016-03-03,1894,-1,7,-1.9,,-0.6,-3.2
2016-03-04,1847,-1,7,0.2,,1.4,-0.6
2016-03-05,977,0.1,7,0.4,,1.4,-0.3
2016-03-06,837,1.3,7,0.7,,0.9,0.5
2016-03-07,1781,4.1,7,1.3,,2.6,0.4
2016-03-08,1984,3.1,7,1.3,,2.9,0.8
2016-03-09,2252,-1,7,1.2,,1.9,0.4
2016-03-10,2248,-1,6,0.6,,1.9,-0.5
2016-03-11,2207,-1,5,-0.2,,2.4,-1
2016-03-12,1630,-1,4,0.5,,5.6,-3.7
2016-03-13,1385,-1,5,-0.3,,2.9,-2.7
2016-03-14,2906,-1,5,2.5,,5.8,-0.4
2016-03-15,3193,-1,3,2.1,,4,1.2
2016-03-16,3409,-1,0,4.5,,8.7,1.3
2016-03-17,3270,4.5,-1,4.2,,8.4,1.6
2016-03-18,1739,-1,3,-2.5,,4.2,-4
2016-03-19,1073,-1,2,-3,,1.1,-6.9
2016-03-20,1029,0.3,2,-2.3,,1.5,-6.8
2016-03-21,2237,-1,0,-1.4,,1,-2.4
2016-03-22,2592,-1,0,-2.5,,0.7,-7
2016-03-23,2701,-1,0,0.2,,1.9,-1.8
2016-03-24,2172,-1,0,0.8,,1.7,-0.4
2016-03-25,843,0.2,-1,2,,3.1,1
2016-03-26,986,-1,-1,2.2,,3.1,1.7
2016-03-27,1347,-1,-1,3.2,,7.5,1
2016-03-28,2220,-1,-1,5.3,,9.7,2.5
2016-03-29,4249,-1,-1,5.9,,8.3,2.7
2016-03-30,4068,-1,-1,3.4,-1.3,7.1,1.3
2016-03-31,4461,-1,-1,2.4,-1,7.5,-1.2
2016-04-01,4093,-1,-1,3.1,0,6.9,0.3
2016-04-02,3488,4.2,-1,4.4,-3.1,10,-0.6
2016-04-03,1750,1,-1,3.3,2,4.8,2.2
2016-04-04,5511,-1,-1,1.9,-4.4,5.2,-1.1
2016-04-05,5047,1,-1,3.4,-1.4,5.3,0.9
2016-04-06,4385,4.8,-1,6.6,2.7,11.9,3.1
2016-04-07,4934,0.4,-1,5.8,3.3,9.5,4.1
2016-04-08,4832,0.2,-1,5.4,2,8.7,3.4
2016-04-09,2401,0.9,-1,3.6,2.7,5.3,2.4
2016-04-10,3829,-1,-1,3.9,-0.1,8.6,-0.3
2016-04-11,6823,-1,-1,5.7,-1.3,9.9,2.4
2016-04-12,7131,-1,-1,5,-3.3,9.8,0.5
2016-04-13,7185,-1,-1,6.7,-3.1,12.4,0.5
2016-04-14,6232,-1,-1,3.5,-0.5,7.4,0.8
2016-04-15,5634,-1,-1,3.5,-1.9,6.7,0.4
2016-04-16,3941,0.9,-1,7,-0.1,11.9,2.8
2016-04-17,1826,3.9,-1,6.8,4.4,8.3,5.9
2016-04-18,6231,2.3,-1,5.5,0.7,7.6,3.3
2016-04-19,5409,-1,-1,5.5,4.1,7.8,4.7
2016-04-20,5525,1.9,-1,4.7,-0.5,8.1,2.1
2016-04-21,6774,-1,-1,5,1.7,10,1.6
2016-04-22,4757,4.8,-1,3.5,-3.2,8.5,0.4
2016-04-23,2595,0.9,-1,2.9,-1.5,6.6,0.6
2016-04-24,2484,15.3,-1,3.5,-2.9,7,0.2
2016-04-25,5261,4.3,-1,4.7,1.9,7.2,2.4
2016-04-26,2993,13,-1,3.7,1.8,5,1.9
2016-04-27,6041,-1,-1,5.6,3.5,7.8,3.5
2016-04-28,5312,12.5,-1,6.6,1.1,10.7,3.6
2016-04-29,6452,-1,-1,6.6,1.8,10,4.2
2016-04-30,3727,-1,-1,7.9,-0.2,12.6,3.9
2016-05-01,5119,-1,-1,10.3,-0.1,14.9,4.5
2016-05-02,9313,-1,-1,11,-0.2,15.9,4.7
2016-05-03,10478,-1,-1,11.3,0.2,16,5.2
2016-05-04,10517,-1,-1,14.1,1.2,18.6,6.2
2016-05-05,7297,-1,-1,15.2,3.7,19.2,8.9
2016-05-06,8949,-1,-1,14.4,3.3,18.6,8.7
2016-05-07,6636,-1,-1,13.2,1.8,16.9,7.3
2016-05-08,5911,-1,-1,15.7,3.1,20.1,8.7
2016-05-09,12437,-1,-1,16,4.6,20.2,10.4
2016-05-10,13308,1.1,-1,16.2,5.4,20.1,10.5
2016-05-11,11122,-1,-1,12.1,7,17.3,8.4
2016-05-12,10983,-1,-1,10.1,1.1,13,5.7
2016-05-13,9981,-1,-1,12,3.6,15.6,8
2016-05-14,2892,5.4,-1,11.5,8.2,13.2,10.2
2016-05-15,4498,1.2,-1,13.1,10.3,16.9,10.7
2016-05-16,8180,0.2,-1,10.6,6.3,14.2,9.2
2016-05-17,11583,-1,-1,10.4,3.6,12.9,8.1
2016-05-18,11602,-1,-1,11.4,3.3,14.8,8
2016-05-19,11274,-1,-1,10.8,1.3,15.2,6.2
2016-05-20,9036,-1,-1,12.7,2.8,16.3,7.3
2016-05-21,7210,-1,-1,16.3,5.5,21.9,10
2016-05-22,7235,-1,-1,14.2,6.5,18.1,10.7
2016-05-23,12815,-1,-1,16,5.1,20.5,9.6
2016-05-24,14081,-1,-1,17.3,7.8,22.1,10.8
2016-05-25,13978,-1,-1,18.3,8.4,22.7,11.6
2016-05-26,9674,-1,-1,14.2,10,20.1,12.8
2016-05-27,10979,-1,-1,14.1,10,18.6,10.1
2016-05-28,7358,-1,-1,13.4,8.6,16.3,11.5
2016-05-29,7854,-1,-1,14.8,11.1,18.4,11.6
2016-05-30,13361,-1,-1,18.9,10,22.8,13.1
2016-05-31,14306,-1,-1,19.6,13.1,22.7,16.5
2016-06-01,14025,-1,-1,18.6,9.8,22.6,13.9
2016-06-02,10695,9.8,-1,18,8.5,25,12.4
2016-06-03,11761,0.1,-1,19.6,10.6,24.9,13.6
2016-06-04,6240,-1,-1,14.5,8.5,22,11.4
2016-06-05,4498,-1,-1,11.3,5.3,14.9,7.8
