Date,Total Cyclists,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2021-01-31,384,0.7,28,-6.7,,-4.3,-9
2021-02-01,1337,-1,26,-7.1,,-5.3,-11.3
2021-02-02,1410,7.1,27,-4.3,,-1.6,-9.7
2021-02-03,1058,-1,37,-7.1,,-1.6,-9.3
2021-02-04,1099,-1,35,-13.1,,-9.4,-15.4
2021-02-05,977,-1,32,-14.7,,-12,-15.9
2021-02-06,466,-1,31,-13.2,,-8.2,-18
2021-02-07,461,-1,30,-8.4,,-4.7,-14.6
2021-02-08,1386,-1,29,-7.5,,-5.2,-9.5
2021-02-09,1184,-1,29,-11.2,,-9.4,-12.3
2021-02-10,1517,-1,29,-12.6,,-8.8,-15.3
2021-02-11,1005,-1,29,-15.7,,-11.7,-17.6
2021-02-12,1157,-1,29,-13.1,,-8.2,-18.3
2021-02-13,618,-1,29,-4.6,,-2.3,-9.7
2021-02-14,563,-1,29,-5.8,,-3.2,-7.5
2021-02-15,1318,-1,29,-7.5,,-3.6,-13.5
2021-02-16,1498,-1,29,-5.4,,-2.3,-9.1
2021-02-17,1157,-1,29,-14.1,,-9.1,-15.8
2021-02-18,1022,-1,29,-12.8,,-7.7,-19.5
2021-02-19,1278,0.6,29,-5.6,,-4.5,-7.8
2021-02-20,490,4.4,29,-2.5,,0.4,-4.8
2021-02-21,460,2.9,30,0,,3.1,-4.6
2021-02-22,903,0.3,28,-7,,-2.6,-9
2021-02-23,703,4.3,28,-4.4,,-1.3,-9.2
2021-02-24,903,0.6,28,-0.5,,2.6,-3.6
2021-02-25,912,0.4,27,3.1,,4.2,2.2
2021-02-26,1067,-1,18,3.6,,4.4,2.6
2021-02-27,964,0.5,16,2.4,,5.2,0.4
2021-02-28,1120,-1,16,4.4,,8.1,0.9
2021-03-01,1960,-1,15,3.8,,6.5,1.4
2021-03-02,2355,-1,14,3.8,,6.5,1.9
2021-03-03,2289,0.6,13,2.6,,7.3,-0.6
2021-03-04,1906,-1,11,-1.3,,3.5,-2.6
2021-03-05,1755,-1,11,-3.9,,0,-7.2
2021-03-06,629,1.5,11,-1,,2.3,-7.1
2021-03-07,520,-1,13,-4.1,,1.7,-5.9
2021-03-08,1433,2.2,13,-5.8,,-3,-8.2
2021-03-09,880,10.2,16,-6.7,,-3.1,-9.5
2021-03-10,850,-1,27,-10.1,,-6.8,-15.1
2021-03-11,1235,1.8,25,-3.4,,-0.3,-7.8
2021-03-12,901,2,24,-1.2,,-0.3,-2.7
2021-03-13,648,1.1,24,1.5,,2.9,-0.8
2021-03-14,425,7.1,18,0.7,,1.7,0.3
2021-03-15,1298,0.8,19,1.3,,2.2,0.2
2021-03-16,1735,0.3,18,0.3,,1.7,-1.2
2021-03-17,1616,1.6,18,-0.1,,3,-3.1
2021-03-18,1776,-1,17,-2.6,,0.9,-4.8
2021-03-19,1696,-1,18,-5.2,,-1.6,-7.6
2021-03-20,626,1.6,18,-1.4,,0.5,-8.3
2021-03-21,867,-1,18,1.7,,3.6,0.3
2021-03-22,2035,-1,18,-0.8,,3.1,-3.8
2021-03-23,2436,-1,18,1.6,,6.4,-5.8
2021-03-24,2075,-1,17,2.4,,5,1.5
2021-03-25,2519,0.8,13,3.2,,6.9,1.8
2021-03-26,2490,-1,9,2.8,-0.2,6.1,0.9
2021-03-27,2373,-1,7,4.1,-0.7,8.7,-0.8
2021-03-28,1757,0.5,5,4.4,0.8,7.1,3
2021-03-29,1839,5.9,-1,3.4,1.8,4.5,2.5
2021-03-30,2944,0.3,-1,4.6,3.6,6.2,3.8
2021-03-31,3132,-1,-1,5.7,-0.3,9.8,1.9
2021-04-01,3769,-1,-1,5,-1.8,9.8,0.1
2021-04-02,2081,-1,-1,3.2,0,6.5,1.5
2021-04-03,2751,-1,-1,3.9,-0.9,8,1.2
2021-04-04,2592,2.5,-1,3.9,-1.9,6.9,0.3
2021-04-05,758,2.1,-1,2.8,2.6,4.2,1.6
2021-04-06,2886,0.2,-1,2.5,-0.3,4.7,0.4
2021-04-07,3754,0.3,-1,3.2,1,5.9,1.7
2021-04-08,4637,-1,-1,4.1,-0.7,8.1,0.5
2021-04-09,1726,2,-1,2.9,-1.4,4.1,0.9
2021-04-10,1778,2.1,-1,3.2,2.6,4.7,0.8
2021-04-11,4597,0.2,-1,5,1.6,9.2,2.8
2021-04-12,4902,-1,-1,8.8,3.1,13.2,4.2
2021-04-13,5064,-1,-1,5.5,4.8,10.4,4.5
2021-04-14,5610,-1,-1,4.1,0.5,7.9,0.9
2021-04-15,5980,-1,-1,5,-2,10.4,1
2021-04-16,5813,-1,-1,8,-1.4,13.9,2.5
2021-04-17,5634,-1,-1,10.1,2,14.9,4.5
2021-04-18,5411,-1,-1,10.3,2.6,15,5.6
2021-04-19,6570,-1,-1,9.1,2.9,12.7,6
2021-04-20,6633,-1,-1,7.6,-0.7,11.2,3.1
2021-04-21,7009,-1,-1,6.9,0.8,11,3.6
2021-04-22,6159,6.5,-1,6.1,0.4,10.4,3
2021-04-23,2508,3.7,-1,3.3,0,6.1,0.4
2021-04-24,1677,3.5,-1,2.3,0.5,5.1,1.4
2021-04-25,2341,3.3,-1,3.6,-0.4,7.2,1.9
2021-04-26,4067,1.1,-1,3.5,0.5,5.3,1
2021-04-27,5233,-1,-1,4,2.2,6.2,2.3
2021-04-28,5583,0.2,-1,3.6,-2.7,7.5,-0.4
2021-04-29,5894,-1,-1,3.6,-4.1,7.7,-1
2021-04-30,5291,-1,-1,5.2,-4.1,10.3,-0.9
2021-05-01,3649,-1,-1,5.7,-2.1,9.3,1.1
2021-05-02,4255,-1,-1,4.8,-3.2,8.5,0.5
2021-05-03,5566,-1,-1,6.6,-1.8,9.8,2.8
2021-05-04,6320,-1,-1,7.1,1.5,11.8,4.1
2021-05-05,3464,7.2,-1,3.9,0.6,6.2,2.5
2021-05-06,4736,0.6,-1,5.6,3.1,7.9,4.2
2021-05-07,4726,-1,-1,4.7,3.3,7.3,3.3
2021-05-08,3795,-1,-1,6.6,2.1,10.9,3.6
2021-05-09,3664,2.7,-1,6.8,-2.6,11.4,1.4
2021-05-10,5751,0.1,-1,11,5.6,16.5,6.5
2021-05-11,8949,-1,-1,15.7,8.7,21.8,10.9
2021-05-12,8646,-1,-1,16.3,8,21.3,11.5
2021-05-13,6548,-1,-1,16.6,7.4,24.6,11.8
2021-05-14,6142,-1,-1,13.4,4.7,17.1,9.6
2021-05-15,4514,0.1,-1,13.9,8.3,18.5,10.6
2021-05-16,5668,-1,-1,12.5,9.5,16.4,10.1
2021-05-17,4684,4.1,-1,13,4.1,17.6,7.7
2021-05-18,5860,5.1,-1,12.6,6.8,15.8,9.8
2021-05-19,3536,1.5,-1,12,10.5,14.5,10
2021-05-20,4800,16.8,-1,12.5,9.6,16.7,9.6
2021-05-21,3872,0.4,-1,10.6,9.2,13.6,9.4
2021-05-22,4591,-1,-1,10.2,7.6,15.3,7.9
2021-05-23,3268,1.3,-1,11.3,6.6,16.2,6.1
2021-05-24,6318,-1,-1,11.5,5.9,14.4,8.5
2021-05-25,6779,0.1,-1,11,3.7,14.1,7.7
2021-05-26,1869,39.7,-1,9.4,8.2,11.6,7.9
2021-05-27,5058,-1,-1,9.8,7,12.3,8
2021-05-28,5864,-1,-1,11,3.6,14.3,7
2021-05-29,4672,-1,-1,11,3.7,15.4,7.1
2021-05-30,4345,-1,-1,11.4,2,14.2,6.5
2021-05-31,5263,1.2,-1,11.4,4.6,14.6,8.9
2021-06-01,7415,-1,-1,13.4,8.2,17.9,9.7
2021-06-02,8013,-1,-1,16.2,4.3,21.6,8.1
2021-06-03,8167,-1,-1,16.9,8.5,19.8,13.4
2021-06-04,7564,-1,-1,17,7.4,21.6,11.9
2021-06-05,5575,-1,-1,19.1,7.4,23.4,11.7
2021-06-06,4155,17.6,-1,18.7,9,26.7,13.4
2021-06-07,6775,-1,-1,19.8,10.3,25.5,14.5
2021-06-08,8438,-1,-1,18,10.5,21.6,14.2
2021-06-09,8684,-1,-1,17.9,10.7,22.3,13.6
2021-06-10,8666,-1,-1,18.7,8.5,23,11.8
2021-06-11,7790,-1,-1,19.6,10,23.8,13.4
2021-06-12,4336,7.2,-1,18.1,12.7,21.5,15.8
2021-06-13,3657,0.1,-1,15.8,13.8,20.8,14.1
2021-06-14,7268,0.3,-1,15.9,6.7,19.8,9.5
2021-06-15,8350,-1,-1,16.2,13.3,20.2,14
2021-06-16,10797,-1,-1,16.7,7.8,20.7,11.2
2021-06-17,10014,-1,-1,16,10.9,20.5,11.5
2021-06-18,9526,-1,-1,20,10.3,25.1,14.1
2021-06-19,7480,-1,-1,21.9,15.2,27.8,17.7
2021-06-20,6282,-1,-1,23.3,14.4,28.2,18.1
2021-06-21,9156,-1,-1,25.6,15.7,29.8,19.7
2021-06-22,9557,-1,-1,25.1,18.4,28.8,22.1
2021-06-23,7369,10.8,-1,22.2,17.7,28,18.5
2021-06-24,6879,-1,-1,20.1,14.9,22.9,17.7
2021-06-25,3881,-1,-1,20.5,14,23.9,16.7
2021-06-26,3694,-1,-1,20.8,15.3,23.9,18
2021-06-27,3766,-1,-1,21,15.9,26.2,17.9
2021-06-28,7703,-1,-1,21.5,13,26.1,16.1
2021-06-29,9107,-1,-1,22.4,13.3,26.9,17.1
2021-06-30,7948,3.5,-1,20.2,12.3,25.7,16.2
2021-07-01,8801,-1,-1,21.8,15.7,27.2,17.8
2021-07-02,8030,-1,-1,20.3,15.2,24.1,16.8
2021-07-03,7073,-1,-1,21.5,12.1,25.9,14.9
2021-07-04,6230,-1,-1,22.7,13.4,26.4,17.3
2021-07-05,7805,-1,-1,23.6,16.4,27.1,19.6
2021-07-06,7920,1.5,-1,23.3,18.6,26.8,21.3
2021-07-07,8197,2.8,-1,23.3,18.9,26.4,20.6
2021-07-08,6285,1.4,-1,22.8,18.9,25.4,20.7
2021-07-09,7011,-1,-1,21.7,15.6,25.5,17.6
2021-07-10,5989,-1,-1,25.6,17.7,28.7,21.1
2021-07-11,5355,-1,-1,23.2,20.3,27.1,22.4
2021-07-12,7456,-1,-1,22.4,15.1,26,17.7
2021-07-13,7817,-1,-1,24.1,14.2,28.8,17.7
2021-07-14,7613,-1,-1,25.6,17,30.1,20
2021-07-15,7138,-1,-1,26.4,16.7,30.2,20.3
2021-07-16,6614,-1,-1,25.1,18.8,29.8,21.7
2021-07-17,5934,-1,-1,22,13.9,26.6,16.2
2021-07-18,4688,0.3,-1,22,14.5,26.3,18
2021-07-19,6353,-1,-1,18.1,13.2,22,14.5
2021-07-20,5650,1.4,-1,17.2,11.9,21.6,13.5
2021-07-21,6867,-1,-1,16.9,10.5,21.4,12
2021-07-22,6559,-1,-1,18.9,11.4,25.1,12.6
2021-07-23,6202,-1,-1,18.4,11.5,22.5,13.3
2021-07-24,5334,-1,-1,17.1,9.7,20.4,12.4
2021-07-25,5260,-1,-1,19.3,10.9,22.7,13.5
2021-07-26,6983,-1,-1,22.6,13.4,27.7,16
2021-07-27,7853,11.3,-1,23.3,14.7,28.7,17.6
2021-07-28,3743,8.6,-1,20,18,23.7,18.3
2021-07-29,6662,-1,-1,20.3,18.3,23.1,18.8
2021-07-30,3040,9,-1,16.8,15.5,20.5,14.4
2021-07-31,5630,3.1,-1,17.4,13.5,21,14.2
2021-08-01,4291,-1,-1,17.7,14.3,20.6,15.6
2021-08-02,7291,0.2,-1,17.9,14.5,20.5,15.3
2021-08-03,7160,-1,-1,15.4,14.1,18.9,14.3
2021-08-04,7425,0.3,-1,15,7.8,18.5,10.1
2021-08-05,8275,-1,-1,15.3,6.5,19.8,8.9
2021-08-06,9367,-1,-1,18,8.8,22.4,11.6
2021-08-07,2087,15.8,-1,15.9,14.1,18.6,14.7
2021-08-08,4803,4.1,-1,18,15.6,20.5,15.9
2021-08-09,7126,1.6,-1,17.3,14.9,20.1,15.3
2021-08-10,8772,-1,-1,17.8,15,20.6,15.8
2021-08-11,8798,-1,-1,17.5,10.7,21.8,13.3
2021-08-12,8412,-1,-1,18.2,14.3,22.5,16
2021-08-13,8398,6.7,-1,18.6,11.3,23.3,13.8
2021-08-14,4342,8,-1,18.1,15.9,20.2,16.5
2021-08-15,3387,0.6,-1,15.9,12.3,18.8,13.2
2021-08-16,8204,15.9,-1,16.9,12.7,20,14.1
2021-08-17,4942,8.4,-1,17.2,14.9,19.6,15.4
2021-08-18,5079,9.7,-1,15.3,13.5,17.7,14.4
2021-08-19,5122,6.5,-1,14.9,12.7,17.5,13.4
2021-08-20,7430,0.2,-1,15.8,13.3,18,14.3
2021-08-21,3596,25.9,-1,14.9,10.3,18.3,11
2021-08-22,4013,-1,-1,14.5,10.9,17.3,11.8
2021-08-23,7297,-1,-1,12.4,11.1,15.2,11.1
2021-08-24,7635,6.5,-1,12.1,8.7,15.2,9
2021-08-25,2158,28.4,-1,12.5,10.3,13.1,11.2
2021-08-26,3543,7,-1,13.5,11.8,15.3,12.3
2021-08-27,4900,-1,-1,13.3,12.1,14.7,12.3
2021-08-28,4561,-1,-1,16.5,13.2,20.6,13.4
2021-08-29,4230,-1,-1,16.2,11.5,20.9,12.8
2021-08-30,7821,-1,-1,15.4,9.3,20.4,11.8
2021-08-31,8492,-1,-1,15,7.7,20.5,10.2
2021-09-01,7473,-1,-1,12.6,8.4,17,10.6
2021-09-02,6798,1,-1,11.5,6.2,15.3,7.2
2021-09-03,5352,0.7,-1,10.6,8,14,7.7
2021-09-04,4203,-1,-1,9.6,4.8,14.3,6.1
2021-09-05,3270,0.2,-1,9.6,2.5,14,4
2021-09-06,6583,-1,-1,12.6,9.6,16.7,10.6
2021-09-07,7171,-1,-1,11.9,2.9,15.4,6.3
2021-09-08,6589,0.2,-1,14.6,12.4,16.8,13.1
2021-09-09,7266,-1,-1,15.1,10.3,18.4,12.1
2021-09-10,6344,-1,-1,12.8,9.8,15.4,10.8
2021-09-11,3721,2.2,-1,14.3,12,17.1,12.6
2021-09-12,1509,12.6,-1,14.2,12.3,15.2,12.3
2021-09-13,5399,0.2,-1,13.2,13.2,15.4,10.2
2021-09-14,6670,-1,-1,10,7.5,13.2,8.2
2021-09-15,6194,-1,-1,8.2,4.7,11.4,5.5
2021-09-16,7991,-1,-1,8.3,7,10.4,7.2
2021-09-17,6706,0.7,-1,8.8,6,11.2,6.7
2021-09-18,3112,0.2,-1,8.8,6,11.1,6.7
2021-09-19,2836,-1,-1,8.3,7.4,10.4,7.8
2021-09-20,5766,-1,-1,7.8,6.5,10.7,6.7
2021-09-21,6125,-1,-1,6.6,4.4,9,4.9
2021-09-22,6472,-1,-1,6.6,0.8,12.1,2
2021-09-23,5388,14.1,-1,8.9,2.7,10.5,4.5
2021-09-24,3282,4.3,-1,8.7,7.4,9.5,7.8
2021-09-25,2969,-1,-1,10.3,7.8,12.7,8.1
2021-09-26,3660,-1,-1,10.4,6.3,15.5,7.5
2021-09-27,6238,-1,-1,8.6,2.8,13.6,4.7
2021-09-28,6247,-1,-1,9,2.6,12.4,4.7
2021-09-29,6478,-1,-1,10.5,6.3,11,8.3
2021-09-30,5928,1,-1,10.1,9.6,10.8,9.3
2021-10-01,4548,0.2,-1,10,8.1,11,8.4
2021-10-02,3338,-1,-1,11.1,8.6,12.5,9.8
2021-10-03,3431,-1,-1,11.3,7.7,13.3,9.2
2021-10-04,6212,-1,-1,11.8,8.1,14.3,9.3
2021-10-05,3987,5.1,-1,10.9,10.8,13,9.8
2021-10-06,6294,-1,-1,12.2,8.9,14.3,10.5
2021-10-07,5233,0.4,-1,11.2,9.9,13.4,10.1
2021-10-08,6337,0.2,-1,11.7,10.4,12.5,11.1
2021-10-09,4134,0.1,-1,11.7,10.9,13,11.3
2021-10-10,3012,-1,-1,11.5,10.4,12.2,10.6
2021-10-11,6996,8.9,-1,10.6,10,11.9,9.1
2021-10-12,5319,5.2,-1,8.8,6.9,11.3,7.1
2021-10-13,6920,-1,-1,6.9,4.3,10.7,5.1
2021-10-14,7240,0.4,-1,6.9,-0.9,10,1.8
2021-10-15,4143,4.3,-1,8.8,7.4,10.5,8.1
2021-10-16,3483,0.5,-1,6.9,3.5,10,4.7
2021-10-17,3174,-1,-1,6,2.9,9.4,4.4
2021-10-18,5498,-1,-1,4.7,2.2,7.3,3.3
2021-10-19,6016,2.4,-1,3.4,-3.1,5.9,-0.8
2021-10-20,2360,17,-1,8.4,4.5,11.2,5.3
2021-10-21,4931,12,-1,10.8,8.8,11.8,10
2021-10-22,2549,3.1,-1,6.2,5.3,11.1,5.3
2021-10-23,2128,0.2,-1,2.2,1.1,5.3,1
2021-10-24,2352,1.5,-1,2.6,-4.4,6.4,-2.5
2021-10-25,5929,-1,-1,9.3,5.6,10,6.4
2021-10-26,6610,1.5,-1,8.6,6.3,9.5,7.5
2021-10-27,5591,5.8,-1,8.2,6,9.5,6.9
2021-10-28,5822,1.6,-1,8.4,2.9,10.7,5.3
2021-10-29,5682,-1,-1,10.2,9.7,11.2,9
2021-10-30,3447,-1,-1,9,7,9.7,7.8
2021-10-31,3284,-1,-1,8.9,5.4,9.8,7.1
2021-11-01,6645,-1,-1,9.1,5.1,10.7,8
2021-11-02,7160,-1,-1,7.8,4.7,8.6,6.7
2021-11-03,4513,6.3,-1,7.4,5,8,6.7
2021-11-04,5777,7.1,-1,8.4,7.5,9.5,8
2021-11-05,2960,7.6,-1,6.9,4.6,9.1,5.5
2021-11-06,2474,0.6,-1,5.3,3.6,8.3,4
2021-11-07,1579,6.6,-1,3.6,-1.2,5.1,1.5
2021-11-08,5209,-1,-1,1.2,0.1,3,-0.8
2021-11-09,4272,2.8,-1,1.2,-7.3,5.4,-4.9
2021-11-10,4120,1.4,-1,8.1,3.8,9.6,4.7
2021-11-11,5476,-1,-1,6.7,3,9.5,4.1
2021-11-12,4673,-1,-1,5.7,4.2,8,5.1
2021-11-13,2395,-1,-1,2.4,-3.9,5.8,-0.5
2021-11-14,2127,-1,-1,0.9,-1,3.6,-1.9
2021-11-15,4949,-1,-1,1.4,-5.4,4.1,-3.3
2021-11-16,5561,0.5,-1,6.2,3.8,7.1,4
2021-11-17,4524,2,-1,6,4.9,6.6,5.5
2021-11-18,3975,2.4,-1,4.8,4.8,6.3,3
2021-11-19,3847,1.9,-1,3,-0.1,4.5,1.3
2021-11-20,2199,-1,-1,3.8,1.2,5.7,1.8
2021-11-21,1845,-1,-1,0.2,-3.5,3.7,-1.1
2021-11-22,4223,0.6,-1,-0.8,-6,1.1,-4
2021-11-23,3499,0.6,-1,1.2,-3.3,3.6,-1.1
2021-11-24,3758,1.6,-1,3.2,-2,5.6,-1.7
2021-11-25,3380,2.5,-1,5.1,-1.2,7.1,0.1
2021-11-26,2785,-1,-1,-1.3,-4,4.5,-3.9
2021-11-27,1244,-1,-1,-6.6,-8.6,-3.9,-7.6
2021-11-28,966,-1,-1,-6,-7.4,-5.3,-6.8
2021-11-29,2657,0.6,-1,-4.9,-5.8,-4.1,-6
2021-11-30,2351,-1,-1,-8.6,-8.8,-5.4,-9.5
2021-12-01,2151,-1,-1,-6.7,-10.5,-4.1,-10.1
2021-12-02,2204,-1,-1,-7.7,-12.5,-6.1,-10.4
2021-12-03,1660,-1,-1,-9.1,-11.3,-6.9,-11.6
2021-12-04,743,-1,-1,-7.8,-7.3,-4.3,-11.6
2021-12-05,443,-1,-1,-14.3,-15,-10.6,-16.1
2021-12-06,429,-1,-1,-12.2,-16.8,-10,-16.2
2021-12-07,1768,-1,-1,-13.1,-17,-11.7,-14.6
2021-12-08,2114,-1,-1,-13.8,-18.2,-12.4,-16.3
2021-12-09,1923,-1,2,-6.3,-14.3,-3.2,-13.1
2021-12-10,1698,2.9,2,-1.9,-5.6,-0.7,-4.6
2021-12-11,707,4.1,2,0.4,-1,1.1,-0.7
2021-12-12,617,0.2,2,1.4,0.3,2.1,0.9
2021-12-13,1861,0.9,2,1.7,-0.3,2.5,0.3
2021-12-14,1661,4.5,-1,2.8,1.7,3.6,2.3
2021-12-15,2178,0.3,-1,3.2,0,4.8,0.3
2021-12-16,2605,-1,-1,3.3,2.2,4.8,2.6
2021-12-17,2444,1.1,-1,1.1,-1.3,3.7,0
2021-12-18,1301,1,-1,2.5,-1.8,4.3,-0.5
2021-12-19,798,0.1,-1,0.3,-0.7,4.1,-1.3
2021-12-20,1303,-1,-1,-7.9,-8.7,-1.4,-10.1
2021-12-21,1134,-1,-1,-11.2,-11.9,-7.4,-12.3
2021-12-22,1013,0.3,-1,-10.7,-13.3,-8.2,-12.7
2021-12-23,720,2,2,-1.2,-11.5,-0.3,-10.6
2021-12-24,203,-1,4,-10.1,-11.4,-0.5,-13.3
2021-12-25,163,-1,3,-11.3,-19.8,-7.7,-15.2
2021-12-26,182,-1,3,-13.2,-17.4,-7.3,-15.9
2021-12-27,511,-1,3,-12.5,-17.8,-9.7,-13.8
2021-12-28,680,-1,3,-5.4,-19,-0.5,-16.3
2021-12-29,633,2.1,3,-3.3,-4.9,-1.8,-4.7
2021-12-30,622,2.6,6,-2.1,-3.6,-1.5,-3.2
2021-12-31,494,0.3,7,0.2,-1.8,2.5,-1.5
2022-01-01,265,-1,6,-4.7,-3.9,-0.7,-8
2022-01-02,271,2.8,6,-4.8,-14.7,-2.4,-10.2
2022-01-03,814,3.6,10,-1.8,-2.9,-1.3,-2.8
2022-01-04,677,4.3,11,0.7,-1.2,2.6,-1.3
2022-01-05,702,9.7,10,0.1,-1.6,1.4,-1.4
2022-01-06,403,-1,22,-6,,0.1,-8.4
2022-01-07,720,-1,20,-7.8,,-5.7,-9
2022-01-08,461,4.4,18,-7,,-2.6,-13.4
2022-01-09,392,-1,20,-3.8,,-1.2,-5.1
2022-01-10,805,-1,19,-10.6,,-5,-13.9
2022-01-11,815,0.1,19,-10.3,,-4.9,-17.6
2022-01-12,1071,0.4,18,-0.3,,1.9,-5.1
2022-01-13,1057,0.2,14,4.8,,6.9,1.5
2022-01-14,912,0.1,7,2.6,0.1,6.6,1
2022-01-15,492,-1,7,0.1,-2.2,2.7,-1.8
2022-01-16,358,3.7,7,1.2,-3.7,3,-2.1
2022-01-17,746,3.7,5,-1.5,-1.3,2.1,-3.2
2022-01-18,1017,-1,10,-2.7,-8.4,1.1,-5.7
2022-01-19,1025,3.1,9,1.8,-2.3,3.4,-0.7
2022-01-20,710,8.1,4,0.2,0.2,3.4,-1
2022-01-21,840,0.3,8,-2,-3.4,-1,-2.6
2022-01-22,412,0.1,8,-5.5,-7.5,-2.2,-8.3
2022-01-23,328,3.1,8,-1.3,-10.9,1.8,-8.9
2022-01-24,947,0.1,7,2.1,-0.1,2.9,1.4
2022-01-25,1063,-1,4,-0.6,-1.5,2.9,-2.3
2022-01-26,930,2.4,4,-0.9,-7.1,0.8,-5.4
2022-01-27,934,7.6,4,1,0.1,1.6,0.4
2022-01-28,895,0.1,5,-0.5,-0.8,0.6,-1.8
2022-01-29,300,19.4,6,-1.4,-9.5,0.9,-6.5
2022-01-30,173,4.6,20,-1.6,-0.5,0,-3.2
2022-01-31,666,1,24,-5.3,-5.7,-3.2,-5.7
2022-02-01,854,-1,25,-7.7,,-5.3,-8.9
2022-02-02,818,-1,24,-8.2,,-5.7,-9.7
2022-02-03,907,-1,23,-9.5,,-6.5,-12.4
2022-02-04,868,10.3,22,-3.9,,-2.1,-11.2
2022-02-05,157,4.9,30,-0.4,,1.1,-2.7
2022-02-06,220,2.8,33,1,,1.8,-1.5
2022-02-07,830,-1,30,0.8,,1.6,-0.2
2022-02-08,892,2.8,27,-0.4,,0.8,-2.7
2022-02-09,991,1.3,30,0.6,,2.1,-3.8
2022-02-10,995,-1,26,1,,3,-0.2
2022-02-11,914,-1,25,-1.5,,1,-4.1
2022-02-12,376,0.3,25,-0.5,,2.3,-4.7
2022-02-13,248,1.7,25,1.4,,2.4,0.7
2022-02-14,821,5.3,20,1.5,,2.5,0.5
2022-02-15,851,5.5,19,1.8,-0.1,2.5,0.7
2022-02-16,1010,8,17,2,0.2,2.6,1.6
2022-02-17,775,16.1,18,1.1,-0.1,3,0.2
2022-02-18,824,0.2,16,-0.1,-2.2,0.7,-1.4
2022-02-19,369,0.8,16,0.1,-3.6,1.2,-1.6
2022-02-20,422,-1,16,-0.7,-5.1,1.7,-2.5
2022-02-21,557,32.3,16,-0.4,-6.9,0.4,-2.8
2022-02-22,434,0.9,38,-3,,0.1,-5.2
2022-02-23,594,-1,38,-6.8,,-2.8,-12.6
2022-02-24,677,0.1,37,2,,3.1,-3.1
2022-02-25,527,4.2,28,1.5,,3.2,0.5
2022-02-26,436,-1,28,-1.3,,1.8,-3.6
2022-02-27,332,-1,28,-0.2,,2.4,-7
2022-02-28,1042,-1,28,1.6,,5.1,-0.5
2022-03-01,1264,-1,27,1.9,,3.9,0.2
2022-03-02,1178,-1,26,1.3,,2.6,0.2
2022-03-03,1313,-1,26,0.6,,5.1,-2.9
2022-03-04,1140,-1,25,-2,,1.8,-5.4
2022-03-05,605,-1,25,-2.4,,1.8,-8.2
2022-03-06,522,-1,25,0.8,,4.9,-2.8
2022-03-07,1240,1,25,-0.3,,1.9,-2.2
2022-03-08,909,3.9,26,-2.5,,-1.7,-3.4
2022-03-09,1034,-1,31,-2.6,,-1.2,-4.2
2022-03-10,1203,-1,30,-0.7,,1.1,-3.3
2022-03-11,1083,-1,29,1.8,,5,-0.1
2022-03-12,701,-1,27,1.3,,4.9,-2.4
2022-03-13,656,-1,27,0.9,,6.1,-4.5
2022-03-14,1591,-1,26,3,,10,-3.6
2022-03-15,1719,-1,26,0.7,,7.6,-4.4
2022-03-16,1798,-1,26,0.8,,5.4,-3.1
2022-03-17,1724,-1,26,1.6,,6.4,-3.7
2022-03-18,1464,-1,25,2.5,,4.7,-0.6
2022-03-19,1048,-1,23,2,,4.4,-0.2
2022-03-20,1231,-1,23,6.2,-1.1,13.6,0.2
2022-03-21,2105,-1,20,4.7,-4.4,12,-0.7
2022-03-22,2313,-1,17,3.1,-4,6.3,-0.8
2022-03-23,2150,-1,15,2.9,-1.2,6.8,0.9
2022-03-24,2125,0.6,15,5.9,-3.9,11.3,-0.5
2022-03-25,1778,0.2,10,4.5,0.6,7.8,2.8
2022-03-26,684,-1,6,1.2,0.9,6.9,-1.4
2022-03-27,861,3.3,7,-1.6,-6.1,0.9,-4.7
2022-03-28,1475,-1,8,3.1,-1.7,6.7,-1.6
2022-03-29,1767,-1,3,-2.7,-5.4,-0.1,-4.3
2022-03-30,1880,-1,4,-2.5,-6.4,1.1,-5.8
2022-03-31,1979,-1,2,-1.9,-8.3,2.8,-6.3
2022-04-01,1982,-1,-1,-1.2,-7.2,2.3,-4.8
2022-04-02,1520,-1,-1,-0.9,-7.3,2.7,-5
2022-04-03,1626,-1,-1,1.3,-4.8,4.5,-2.2
2022-04-04,1625,9.7,-1,1.5,-0.2,3.2,0.7
2022-04-05,916,3.5,-1,-0.6,-0.1,1.6,-2.6
2022-04-06,1418,0.1,-1,-0.4,-5,2.4,-4
2022-04-07,1617,6.7,-1,1.1,-0.8,1.9,0.1
2022-04-08,1457,1,-1,3.6,0.5,6.4,0.9
2022-04-09,1354,1.5,-1,2.2,-0.1,4.7,-0.1
2022-04-10,1329,-1,-1,2.8,0,5.1,0.6
2022-04-11,3186,-1,-1,5.2,1.4,8.9,2.4
2022-04-12,3528,-1,-1,3.6,-2.8,6.8,-0.2
2022-04-13,3593,-1,-1,4.9,-3.6,10.5,-1.1
2022-04-14,1913,2.5,-1,2.9,0,5.6,1.6
2022-04-15,1683,-1,-1,4.2,0,7.8,1.6
2022-04-16,2030,-1,-1,4.3,-2.8,8.7,0.1
2022-04-17,2030,-1,-1,5,-3.9,8.4,-1.2
2022-04-18,2929,-1,-1,7.9,-0.2,13.9,2.3
